1682260120.6832292	1211
1682260121.0903287	111
1682260121.4979115	111
1682260121.9110048	11
1682260122.3172517	11
1682260122.726858	11
1682260123.1689613	11
1682260123.551047	11
1682260123.9833374	11
1682260124.3544211	11
1682260124.7665138	111
1682260125.1894016	111
1682260125.627505	11
1682260126.0305958	11
1682260126.4516904	11
1682260126.8643107	11
1682260127.2774038	11
1682260127.692856	11
1682260128.1039567	11
1682260128.553057	11
1682260128.9461455	11
1682260129.3572433	11
1682260129.7803392	11
1682260130.1914256	11
1682260130.6309683	11
1682260131.0130541	11
1682260131.4461517	11
1682260131.8252368	11
1682260132.264342	111
1682260132.6444273	11
1682260133.1181448	111
1682260133.5272439	11
1682260133.8743217	11
1682260134.3324249	11
1682260134.7357116	11
1682260135.2087498	11
1682260135.528822	11
1682260135.9639225	11
1682260136.3990252	11
1682260136.802116	11
1682260137.2367647	11
1682260137.6598663	11
1682260138.0569625	11
1682260138.49206	11
1682260138.9041092	11
1682260139.3182015	11
1682260139.705296	11
1682260140.1056318	11
1682260140.5138917	11
1682260140.9499893	11
1682260141.3440804	11
1682260141.7703595	1211
1682260142.1954548	211
1682260142.6275525	211
1682260143.0219338	1211
1682260143.4510303	211
1682260143.8601222	211
1682260144.244208	211
1682260144.7003155	211
1682260145.0984046	211
1682260720.4964855	1
1682260720.8985755	1
1682260721.304804	1
1682260721.7359014	1
1682260722.1599967	1
1682260722.5670881	1
1682260722.9731886	1
1682260723.3732865	1
1682260723.7883794	1
1682260724.1824682	1
1682260724.59156	1
1682260725.0547361	1
1682260725.437822	1
1682260725.8639238	1
1682260726.282017	1
1682260726.6701775	1
1682260727.1403105	1
1682260727.539403	1
1682260727.9494562	1
1682260728.354547	1
1682260728.7715945	1
1682260729.2286978	1
1682260729.6247869	1
1682260730.0658927	1
1682260730.4339757	1
1682260730.8650758	1
1682260731.259456	1
1682260731.6845515	1
1682260732.101122	1
1682260732.5120895	1
1682260732.8811798	1
1682260733.3202782	1
1682260733.7563767	1
1682260734.1467319	1
1682260734.5948336	1
1682260734.9649158	1
1682260735.431027	1
1682260735.8221207	1
1682260736.22121	1
1682260736.6326044	1
1682260737.024692	1
1682260737.4771278	1
1682260737.8445287	1
1682260738.2556217	1
1682260738.6767182	1
1682260739.0998135	1
1682260739.5234687	1
1682261061.9055789	1
1682261062.3356755	1
1682261062.761771	1
1682261063.178883	1
1682261063.6284866	1
1682261064.0741036	1
1682261064.5001993	1
1682261064.932297	1
1682261065.3633933	1
1682261065.79349	1
1682261066.2245867	1
1682261066.6572037	1
1682261067.0988233	1
1682261067.5354264	1
1682261067.960522	1
1682261068.3856177	1
1682261068.807712	1
1682261069.2338078	1
1682261069.6579034	1
1682261070.0910006	1
1682261070.5306034	1
1682261070.9677014	1
1682261071.4057999	1
1682261071.8368971	1
1682261072.2669938	1
1682261072.743101	1
1682261073.200719	1
1682261073.6418183	1
1682261074.0854235	1
1682261074.531523	1
1682261074.9696212	1
1682261075.4007187	1
1682261075.8348157	1
1682261076.2709138	1
1682261076.707012	1
1682261077.1441107	1
1682261077.5712059	1
1682261078.0023036	1
1682261078.4313993	11
1682261078.8634965	1
1682261079.28111	1
1682261079.7082062	11
1682261080.139303	1
1682261080.5673993	11
1682261080.9994965	1
1682261081.4281123	1
1682261081.8532078	1
1682261082.2903063	1
1682261082.7204115	1
1682261083.3935628	1
1682261083.8206592	1
1682261084.2487552	11
1682261084.6798522	1
1682261085.1784697	1
1682261085.6005645	11
1682261086.0296612	1
1682261086.456757	1
1682261086.9663877	11
1682261087.3934836	11
1682261087.8225803	1
1682261088.2576778	11
1682261088.7047782	1
1682261089.1448777	11
1682261089.579482	1
1682261090.021582	1
1682261090.462681	1
1682261090.898779	1
1682261091.331876	1
1682261091.754971	1
1682261092.1890686	11
1682261092.6141646	1
1682261093.0432606	1
1682261093.4693563	1
1682261093.8974526	1
1682261094.3235483	1
1682261094.782652	1
1682261095.2127483	1
1682261095.6388443	1
1682261096.0714486	1
1682261096.4915428	1
1682261096.949646	1
1682261097.816851	1
1682261098.6810453	1
1682261099.5512407	1
1682261100.417954	1
1682261101.276147	1
1682261102.1243374	1
1682261102.9780343	1
1682261103.8262248	1
1682261104.6824174	1
1682261105.5486124	1
1682261106.426822	1
1682261107.2850149	1
1682261108.1462088	1
1682261108.9994001	1
1682261109.848591	1
1682261110.7097845	1
1682261111.5599756	1
1682261112.4121673	1
1682261113.2658641	1
1682261114.1235614	1
1682261114.9782734	1
1682261115.8464687	1
1682261116.69766	1
1682261117.5548527	1
1682261118.4085484	1
1682261119.259739	1
1682261120.1299345	1
1682261120.9921288	1
1682261121.8663256	1
1682261122.7425218	1
1682261123.6007147	1
1682261124.4529061	1
1682261125.3020976	1
1682261126.1597962	1
1682261127.011988	1
1682261127.8691807	1
1682261128.7143705	1
1682261129.5670671	1
1682261130.4367824	1
1682261131.2959754	1
1682261132.1596916	1
1682261133.0218852	1
1682261133.8830788	1
1682261134.742783	1
1682261135.5979753	1
1682261136.4601698	1
1682261137.3338852	1
1682261138.2050815	1
1682261139.073276	1
1682261139.9304688	1
1682261140.7731764	1
1682261141.627897	1
1682261142.4895957	1
1682261143.341787	1
1682261144.1959796	1
1682261145.0541723	1
1682261145.9103737	1
1682261146.758564	1
1682261147.613757	1
1682261148.4679666	1
1682261149.3351626	1
