1681938091.3058815	9
1681938091.7018087	11
1681938092.1398816	10110
1681938092.5418227	4
1681938092.9449625	1
1681938093.3800619	0
1681938093.7844493	1
1681938094.1914506	1
1681938094.624308	1
1681938095.0102477	15
1681938095.4279194	3
1681938095.8584878	4
1681938096.2555773	4
1681938096.6619353	5
1681938097.0912862	4
1681938097.4886963	4
1681938097.9014726	4
1681938098.3225718	4
1681938098.738665	5
1681938099.140757	4
1681938099.5523164	9
1681938099.970927	5
1681938100.384021	4
1681938100.8041158	5
1681938101.2192094	5
1681938124.2972538	1
1681938124.6853423	1
1681938166.6058903	4
1681938166.9829445	1
1681938167.4070394	3
1681938167.8223922	1
1681938168.230484	9
1681938168.629575	1
1681938169.059674	3
1681938169.5037756	4
1681938169.8859556	1
1681938170.3089662	1
1681938170.7341237	9
1681938261.258	0
1681938261.636496	0
1681938262.0594983	0
1681938262.5148482	2
1681938262.9339752	11
1681938263.330733	2111
1681938263.7628767	111
1681938264.2150059	777
1681938264.6065612	11111
1681938265.0495005	11
1681938265.4618285	37777
1681938265.8774903	377
1681938266.2495751	3777
1681938266.7292235	3777
1681938267.10855	3777
1681938267.5153153	7777
1681938267.943412	1
1681938268.4095175	111
1681938268.8370767	11
1681938269.243167	1
1681938269.646064	1
1681938270.065159	11
1681938270.317216	3
1681938271.034383	1
1681938271.2193747	33
1681938271.7951782	1
1681938272.158346	1011
1681938272.5510473	1011
1681938272.9611828	11
1681938273.4015517	111
1681938273.766634	1011
1681938274.2040844	11
1681938274.5851715	11
1681938275.026272	1
1681938275.3970735	4
1681938275.8519518	1
1681938281.7477238	1
1681938287.9727228	11
1681938294.2304122	0
1681938498.1002462	7
1681938498.4893358	12
1681938498.8853683	17
1681938499.3174655	7
1681938499.73456	3
1681938500.1637099	4
1681938500.5638003	5
1681938500.9599736	41
1681938501.3657036	41
1681938501.8165288	9
1681938502.2347584	4
1681938502.6438506	12
1681938531.081922	17
1681938531.4579406	7
1681938531.870042	1
1681938532.2804356	7
1681938532.7408988	4
1681938533.1139827	1
1681938533.5330772	9
1681938533.9281673	7
1681938534.355862	3
1681938534.7669542	11
1681938535.216892	7
1681938535.5768845	1
1681938535.9789753	7
1681938536.3994918	3
1681938536.8295896	1
1681938537.2294226	5
1681938537.6637948	1
1681938538.0628853	3
